id,date_processed,cycle,files_received,total_records_processed,Receipt_control_time,Databricks_job_run ,DBX,TOTAL_RC_DBX,BOL
425,2/5/2024,3,2,3966815,14,2/5/2024 14:40,111,125,0
557,11/13/2023,3,2,3947960,14,11/13/2023 13:57,90,104,0
611,10/10/2023,1,2,3946416,13,10/10/2023 3:48,90,103,0
677,8/29/2023,1,2,3929567,8,8/29/2023 3:47,92,100,0
567,11/7/2023,1,2,3911393,11,11/7/2023 3:49,88,99,0
752,7/12/2023,1,3,3884289,9,7/12/2023 3:53,89,98,0
699,8/15/2023,1,2,3796192,12,8/15/2023 16:35,86,98,0
737,7/21/2023,1,2,3607699,22,7/21/2023 3:59,99,121,0
853,5/9/2023,1,2,3557128,9,5/9/2023 3:46,82,91,0
774,6/28/2023,1,2,3534640,11,6/28/2023 4:19,102,113,0
721,8/1/2023,1,2,3472133,8,8/1/2023 8:50,80,88,0
458,1/15/2024,3,2,3428047,13,1/15/2024 13:41,82,95,0
689,8/21/2023,3,2,3405521,9,8/21/2023 20:21,88,97,0
854,5/8/2023,3,2,3349951,9,5/8/2023 13:46,75,84,0
513,12/11/2023,3,2,3300956,13,12/11/2023 13:43,75,88,0
631,9/27/2023,1,2,3294561,10,9/27/2023 3:42,75,85,0
454,1/17/2024,3,3,3215221,13,1/17/2024 15:01,78,91,0
840,5/17/2023,1,2,3212624,15,5/17/2023 3:58,66,81,0
640,9/21/2023,1,2,3006699,8,9/21/2023 3:41,69,77,0
499,12/20/2023,1,2,3001296,24,12/20/2023 3:53,70,94,0
657,9/11/2023,1,1,2849327,8,9/11/2023 3:42,72,80,0
693,8/18/2023,1,1,2773893,8,8/18/2023 3:36,84,92,0
466,1/10/2024,1,1,2763606,11,1/10/2024 3:39,69,80,0
403,2/19/2024,3,1,2748575,46,2/19/2024 14:18,71,117,0
777,6/26/2023,3,1,2702486,9,6/26/2023 13:41,61,70,0
473,1/5/2024,1,1,2691023,8,1/5/2024 3:37,67,75,0
729,7/26/2023,3,1,2689903,8,7/26/2023 14:55,64,72,0
502,12/18/2023,3,1,2612432,35,12/18/2023 14:04,72,105,0
472,1/5/2024,3,1,2559129,41,1/5/2024 14:11,72,113,0
551,11/16/2023,3,1,2394951,12,11/17/2023 3:31,18,30,0
481,1/1/2024,1,1,2222170,6,1/1/2024 15:58,61,67,0
436,1/29/2024,3,1,2134641,11,1/29/2024 15:39,46,57,0
857,5/5/2023,3,1,2115651,8,5/5/2023 13:36,63,71,0
858,5/5/2023,1,1,2059858,6,5/5/2023 3:33,71,77,0
477,1/3/2024,1,1,1970444,6,1/3/2024 14:37,61,67,0
792,6/16/2023,1,1,1948440,14,6/16/2023 3:42,72,86,0
638,9/22/2023,1,1,1845007,11,9/22/2023 3:34,67,78,0
802,6/9/2023,3,1,1762763,7,6/9/2023 13:34,66,73,0
715,8/4/2023,1,1,1736713,6,8/4/2023 3:34,64,70,0
836,5/19/2023,1,1,1726949,18,5/19/2023 3:51,64,82,0
810,6/5/2023,3,1,1700906,31,6/5/2023 14:04,57,88,0
591,10/23/2023,1,1,1697736,7,10/23/2023 3:30,44,51,0
704,8/11/2023,1,1,1647205,6,8/11/2023 3:30,63,69,0
835,5/19/2023,3,1,1632322,31,5/19/2023 13:59,39,70,0
439,1/26/2024,3,1,1630492,9,1/26/2024 13:32,42,51,0
824,5/26/2023,3,1,1614286,7,5/26/2023 13:35,42,49,0
825,5/26/2023,1,1,1608055,13,5/26/2023 5:44,58,71,0
862,5/3/2023,1,1,1604099,5,5/3/2023 3:28,41,46,0
461,1/12/2024,3,1,1596421,11,1/12/2024 13:35,43,54,0
649,9/15/2023,1,1,1588855,6,9/15/2023 8:08,64,72,0
814,6/2/2023,1,1,1584836,6,6/2/2023 3:33,68,74,0
701,8/14/2023,1,1,1559653,5,8/14/2023 3:39,41,46,0
660,9/8/2023,1,1,1547695,10,9/8/2023 3:34,71,81,0
748,7/14/2023,1,1,1546395,13,7/14/2023 3:42,62,75,0
717,8/3/2023,1,1,1539592,5,8/3/2023 3:28,42,47,0
781,6/23/2023,1,1,1526241,5,6/23/2023 3:33,66,71,0
487,12/27/2023,3,1,1496783,9,12/27/2023 13:33,40,49,0
584,10/26/2023,3,1,1488548,12,10/26/2023 13:35,40,52,0
772,6/29/2023,1,1,1475301,9,6/29/2023 3:37,39,48,0
606,10/12/2023,3,1,1447564,9,10/12/2023 13:32,40,49,0
812,6/3/2023,1,1,1432743,17,6/3/2023 3:40,37,54,0
672,8/31/2023,3,1,1424071,7,8/31/2023 13:31,58,65,0
846,5/12/2023,3,1,1392223,6,5/12/2023 12:34,36,42,0
429,2/2/2024,1,1,1352339,6,2/2/2024 3:26,41,47,0
598,10/18/2023,1,1,1320368,7,10/18/2023 3:25,36,43,0
727,7/27/2023,3,1,1311447,32,7/27/2023 13:55,55,87,0
670,9/1/2023,3,1,1291142,28,9/1/2023 14:09,38,66,0
595,10/19/2023,3,1,1280825,11,10/19/2023 13:52,37,48,0
572,11/3/2023,1,1,1276264,7,11/3/2023 3:26,36,43,0
659,9/8/2023,3,1,1269037,10,9/8/2023 13:31,33,43,0
845,5/13/2023,1,1,1252643,5,5/13/2023 2:33,55,60,0
406,2/16/2024,3,1,1250386,11,2/16/2024 13:34,37,48,0
470,1/8/2024,1,1,1207508,7,1/8/2024 3:30,34,41,0
395,2/23/2024,3,1,1160689,9,2/23/2024 13:27,34,33,0
476,1/3/2024,3,1,1158845,8,1/3/2024 15:45,27,35,0
484,12/29/2023,1,1,1135232,6,12/29/2023 3:30,38,44,0
450,1/19/2024,3,1,1129086,9,1/19/2024 13:43,32,41,0
568,11/6/2023,3,1,1086406,12,11/6/2023 16:34,31,43,0
617,10/5/2023,3,1,1070079,9,10/5/2023 13:32,38,47,0
637,9/22/2023,3,1,1045978,8,9/22/2023 15:49,39,47,0
451,1/19/2024,1,1,1006782,8,1/19/2024 3:27,31,39,0
696,8/16/2023,3,1,975130,6,8/16/2023 13:30,33,39,0
414,2/12/2024,3,1,974430,8,2/12/2024 14:26,29,37,0
767,7/3/2023,1,1,974099,4,7/3/2023 3:28,30,34,0
582,10/27/2023,3,1,966540,12,10/27/2023 13:31,30,42,0
453,1/18/2024,1,1,945179,6,1/18/2024 3:25,28,34,0
834,5/20/2023,1,1,883992,5,5/20/2023 10:43,22,27,0
571,11/3/2023,3,1,867118,12,11/3/2023 13:30,28,40,0
604,10/13/2023,3,1,862316,10,10/13/2023 13:28,26,36,0
762,7/5/2023,3,1,810712,6,7/5/2023 13:48,31,37,0
803,6/9/2023,1,1,802894,7,6/9/2023 3:30,26,33,0
396,2/23/2024,1,1,797582,16,2/23/2024 3:34,26,42,0
561,11/10/2023,1,1,794542,15,11/10/2023 3:36,26,41,0
838,5/18/2023,1,1,775319,5,5/18/2023 3:27,24,29,0
428,2/2/2024,3,1,767631,10,2/2/2024 13:28,25,35,0
517,12/8/2023,1,1,759063,7,12/8/2023 3:26,35,42,0
449,1/20/2024,1,1,716938,5,1/20/2024 3:24,24,29,0
741,7/19/2023,1,1,716784,6,7/19/2023 3:34,26,32,0
548,11/18/2023,1,1,713321,6,11/20/2023 8:41,237,243,0
669,9/2/2023,1,1,703118,8,9/2/2023 3:26,25,33,0
594,10/20/2023,1,1,696471,9,10/20/2023 3:28,24,33,0
601,10/16/2023,3,1,652605,33,10/16/2023 13:51,25,58,0
528,12/1/2023,1,1,646858,10,12/1/2023 9:02,23,33,0
791,6/16/2023,3,1,644353,7,6/16/2023 13:30,24,31,0
494,12/22/2023,3,1,639253,10,12/22/2023 13:29,23,33,0
691,8/19/2023,1,1,637011,4,8/19/2023 3:28,21,25,0
505,12/15/2023,3,1,635388,9,12/15/2023 13:29,22,31,0
408,2/15/2024,3,1,620046,9,2/15/2024 13:28,30,39,0
760,7/6/2023,3,1,618309,5,7/6/2023 14:54,26,31,0
573,11/2/2023,3,1,618013,11,11/2/2023 13:29,25,36,0
417,2/9/2024,3,1,615079,11,2/9/2024 13:29,18,29,0
648,9/15/2023,3,1,612215,11,9/15/2023 13:25,23,34,0
506,12/15/2023,1,1,600542,9,12/15/2023 3:27,28,37,0
549,11/17/2023,3,1,600178,10,11/18/2023 3:24,24,34,0
837,5/18/2023,3,1,589858,6,5/18/2023 13:29,21,27,0
526,12/2/2023,1,1,583222,6,12/2/2023 3:24,25,31,0
422,2/7/2024,1,1,574874,15,2/7/2024 3:33,20,35,0
630,9/27/2023,3,1,569573,10,9/27/2023 13:28,27,37,0
626,9/29/2023,3,1,569267,10,9/29/2023 13:26,21,31,0
516,12/8/2023,3,1,564248,10,12/8/2023 13:28,20,30,0
427,2/3/2024,1,1,542439,6,2/3/2024 3:24,22,28,0
745,7/17/2023,1,1,537687,4,7/17/2023 10:40,23,27,0
703,8/11/2023,3,1,536752,6,8/11/2023 13:25,19,25,0
525,12/4/2023,1,1,535366,6,12/4/2023 3:24,22,28,0
527,12/1/2023,3,1,521157,7,12/1/2023 14:48,19,26,0
673,8/31/2023,1,1,521157,4,8/31/2023 3:23,21,25,0
817,5/31/2023,3,1,516095,6,5/31/2023 13:29,20,26,0
692,8/18/2023,3,1,512475,6,8/18/2023 13:25,19,25,0
829,5/24/2023,1,1,510904,4,5/24/2023 3:27,20,24,0
736,7/21/2023,3,1,505217,32,7/21/2023 1:55,34,66,0
532,11/29/2023,1,1,489955,7,11/29/2023 3:25,19,26,0
780,6/23/2023,3,1,480915,5,6/23/2023 13:28,19,24,0
520,12/6/2023,3,1,479120,8,12/6/2023 13:32,20,28,0
706,8/10/2023,1,1,465330,4,8/10/2023 3:23,20,24,0
407,2/16/2024,1,1,464236,9,2/16/2024 3:27,20,29,0
747,7/14/2023,3,1,463431,29,7/14/2023 13:52,20,49,0
856,5/6/2023,1,1,447907,4,5/6/2023 3:27,16,20,0
646,9/18/2023,1,1,447666,4,9/18/2023 10:29,20,24,0
419,2/8/2024,3,1,437829,10,2/8/2024 13:25,15,25,0
560,11/10/2023,3,1,433524,32,11/10/2023 13:51,19,51,0
565,11/8/2023,1,1,431386,6,11/8/2023 3:25,18,24,0
801,6/10/2023,1,1,426534,13,6/10/2023 3:35,16,29,0
818,5/31/2023,1,1,413189,7,5/31/2023 3:30,17,24,0
636,9/23/2023,1,1,411894,5,9/23/2023 3:20,17,22,0
603,10/14/2023,1,1,410798,7,10/14/2023 3:23,18,25,0
440,1/26/2024,1,1,410266,10,1/26/2024 3:25,18,28,0
462,1/12/2024,1,1,407508,10,1/12/2024 9:44,20,30,0
431,2/1/2024,1,1,404615,5,2/1/2024 8:23,20,25,0
596,10/19/2023,1,1,401040,12,10/19/2023 3:30,19,31,0
726,7/28/2023,1,1,400902,6,7/28/2023 3:24,18,24,0
483,12/29/2023,3,1,399708,9,12/29/2023 13:28,18,27,0
742,7/18/2023,3,1,395424,6,7/18/2023 13:29,18,24,0
475,1/4/2024,1,1,383151,6,1/4/2024 3:25,17,23,0
711,8/7/2023,3,1,374049,6,8/7/2023 13:25,16,22,0
496,12/21/2023,3,1,367436,12,12/21/2023 13:28,20,32,0
662,9/7/2023,1,1,356515,5,9/7/2023 3:21,16,12,0
828,5/24/2023,3,1,352010,6,5/24/2023 13:29,16,22,0
768,7/1/2023,1,1,349710,3,7/1/2023 8:18,16,19,0
519,12/7/2023,1,1,346389,9,12/7/2023 3:28,17,26,0
430,2/1/2024,3,1,345385,9,2/1/2024 15:29,17,26,0
627,9/29/2023,1,1,343214,11,9/29/2023 3:27,17,28,0
671,9/1/2023,1,1,338757,15,9/1/2023 8:17,17,32,0
550,11/17/2023,1,1,337622,13,11/17/2023 13:28,22,35,0
813,6/2/2023,3,1,336637,5,6/2/2023 13:28,16,21,0
832,5/22/2023,3,1,329629,5,5/22/2023 16:19,10,15,0
826,5/25/2023,3,1,325137,5,5/25/2023 14:15,15,20,0
444,1/24/2024,1,1,322909,5,1/24/2024 3:23,20,25,0
847,5/12/2023,1,1,320095,4,5/12/2023 8:42,16,20,0
794,6/15/2023,1,1,318988,6,6/15/2023 3:29,16,22,0
682,8/25/2023,1,1,317646,4,8/25/2023 3:23,17,21,0
616,10/6/2023,1,1,307182,10,10/6/2023 3:26,38,48,0
495,12/22/2023,1,1,295486,10,12/22/2023 3:28,15,25,0
570,11/4/2023,1,1,290514,6,11/4/2023 3:25,17,23,0
782,6/22/2023,3,1,286756,6,6/22/2023 13:24,14,20,0
574,11/2/2023,1,1,285279,8,11/2/2023 9:18,18,26,0
540,11/23/2023,3,1,284895,35,11/23/2023 13:53,14,49,0
605,10/13/2023,1,1,284426,7,10/13/2023 3:23,17,24,0
664,9/6/2023,1,1,283345,6,9/6/2023 3:24,15,21,0
587,10/25/2023,1,1,276486,10,10/25/2023 3:26,16,26,0
485,12/28/2023,3,1,268922,9,12/28/2023 13:28,18,27,0
583,10/27/2023,1,1,267167,10,10/27/2023 3:29,16,26,0
725,7/28/2023,3,1,259168,6,7/28/2023 13:24,16,21,0
539,11/24/2023,1,1,258977,5,11/24/2023 3:23,15,20,0
770,6/30/2023,1,1,258463,5,6/30/2023 3:29,14,19,0
860,5/4/2023,1,1,258434,4,5/4/2023 3:26,14,28,0
634,9/25/2023,3,1,243777,7,9/25/2023 14:23,13,20,0
620,10/4/2023,1,1,243172,14,10/4/2023 3:32,14,28,0
821,5/29/2023,3,1,242676,5,5/29/2023 13:28,14,19,0
418,2/9/2024,1,1,242302,9,2/9/2024 3:30,22,31,0
615,10/6/2023,3,1,233961,9,10/6/2023 13:25,13,22,0
681,8/25/2023,3,1,233503,5,8/25/2023 13:24,13,18,0
465,1/10/2024,3,1,231785,10,1/10/2024 13:25,14,24,0
827,5/25/2023,1,1,229867,4,5/25/2023 3:22,14,18,0
759,7/7/2023,1,1,227700,3,7/7/2023 3:22,14,17,0
538,11/24/2023,3,1,220497,10,11/24/2023 13:27,13,23,0
749,7/13/2023,3,1,220169,6,7/13/2023 13:24,14,20,0
542,11/22/2023,3,1,219863,42,11/22/2023 13:57,14,56,0
629,9/28/2023,1,1,219827,10,9/28/2023 3:25,16,26,0
559,11/11/2023,1,1,218477,5,11/11/2023 3:19,14,19,0
433,1/31/2024,1,1,218476,5,1/31/2024 3:24,14,19,0
755,7/10/2023,3,1,213529,5,7/10/2023 13:29,16,21,0
399,2/21/2024,3,1,211497,8,2/21/2024 14:26,14,22,0
702,8/12/2023,1,1,209272,4,8/12/2023 3:23,14,18,0
758,7/7/2023,3,1,202913,5,7/7/2023 13:24,13,18,0
796,6/14/2023,1,1,201521,3,6/14/2023 8:43,12,15,0
492,12/25/2023,1,1,200053,6,12/25/2023 3:22,14,20,0
807,6/7/2023,1,1,195228,4,6/7/2023 3:27,12,16,0
678,8/28/2023,3,1,193703,5,8/28/2023 14:09,12,17,0
460,1/13/2024,1,1,190660,5,1/13/2024 3:24,13,18,0
405,2/17/2024,1,1,189747,6,2/17/2024 3:20,13,19,0
510,12/13/2023,1,1,189110,5,12/13/2023 3:24,13,18,0
518,12/7/2023,3,1,184880,7,12/7/2023 13:26,13,20,0
793,6/15/2023,3,1,183286,6,6/15/2023 13:24,14,20,0
719,8/2/2023,1,1,182707,4,8/2/2023 3:32,14,18,0
386,2/29/2024,3,1,179038,9,2/29/2024 13:25,14,23,0
410,2/14/2024,3,1,177348,10,2/14/2024 13:28,13,23,0
779,6/24/2023,1,1,176232,6,6/24/2023 4:14,13,19,0
623,10/2/2023,3,1,175610,11,10/2/2023 15:31,12,23,0
628,9/28/2023,3,1,167723,29,9/28/2023 13:44,13,42,0
463,1/11/2024,3,1,163331,8,1/11/2024 13:23,13,21,0
806,6/7/2023,3,1,159411,5,6/7/2023 13:28,12,17,0
686,8/23/2023,1,1,156046,4,8/23/2023 3:27,12,16,0
674,8/30/2023,3,1,149884,6,8/30/2023 13:59,12,18,0
443,1/24/2024,3,1,147629,9,1/24/2024 13:29,13,22,0
708,8/9/2023,1,1,146877,4,8/9/2023 3:22,12,16,0
861,5/3/2023,3,1,140306,6,5/3/2023 13:24,11,17,0
471,1/6/2024,1,1,139837,6,1/6/2024 3:21,12,18,0
530,11/30/2023,1,1,139557,5,11/30/2023 3:21,14,19,0
661,9/7/2023,3,1,137761,9,9/7/2023 13:29,12,21,0
707,8/9/2023,3,1,132486,6,8/9/2023 13:25,12,18,0
784,6/21/2023,3,1,132332,7,6/21/2023 13:30,12,19,0
694,8/17/2023,3,1,130846,6,8/17/2023 13:30,12,18,0
697,8/16/2023,1,1,129954,3,8/16/2023 4:17,11,14,0
769,6/30/2023,3,1,129792,5,6/30/2023 13:24,11,16,0
389,2/28/2024,1,1,129293,4,2/28/2024 3:22,13,17,0
823,5/27/2023,1,1,121897,3,5/27/2023 3:28,11,14,0
773,6/28/2023,3,1,120828,6,6/28/2023 13:24,11,17,0
757,7/8/2023,1,1,115702,3,7/8/2023 3:22,11,14,0
716,8/3/2023,3,1,110994,6,8/3/2023 13:24,11,17,0
421,2/7/2024,3,1,110572,9,2/7/2024 13:24,11,20,0
432,1/31/2024,3,1,107913,7,1/31/2024 13:23,11,18,0
850,5/10/2023,3,1,106150,5,5/10/2023 12:28,10,15,0
790,6/17/2023,1,1,105449,12,6/17/2023 3:35,11,23,0
563,11/9/2023,1,1,104966,5,11/9/2023 3:24,13,18,0
848,5/11/2023,3,1,101808,5,5/11/2023 12:23,10,15,0
562,11/9/2023,3,1,99812,9,11/9/2023 13:25,13,22,0
597,10/18/2023,3,1,99772,10,10/18/2023 13:24,11,21,0
586,10/25/2023,3,1,99621,9,10/25/2023 13:24,11,20,0
675,8/30/2023,1,1,99558,3,8/30/2023 3:22,14,17,0
746,7/15/2023,1,1,99243,4,7/15/2023 3:27,11,15,0
464,1/11/2024,1,1,97198,5,1/11/2024 3:21,13,18,0
795,6/14/2023,3,1,96591,6,6/14/2023 13:24,10,16,0
535,11/27/2023,3,1,96576,7,11/27/2023 13:23,11,18,0
612,10/9/2023,3,1,94293,10,10/9/2023 15:55,11,21,0
452,1/18/2024,3,1,94041,9,1/18/2024 13:24,12,21,0
455,1/17/2024,1,1,93460,6,1/17/2024 3:36,12,18,0
751,7/12/2023,3,1,90785,7,7/12/2023 13:25,11,18,0
529,11/30/2023,3,1,89105,9,11/30/2023 13:24,12,21,0
397,2/22/2024,3,1,88893,9,2/22/2024 13:24,12,21,0
839,5/17/2023,3,1,85563,5,5/17/2023 13:28,10,15,0
771,6/29/2023,3,1,84486,5,6/29/2023 13:24,11,16,0
815,6/1/2023,3,1,81582,5,6/1/2023 13:28,10,15,0
442,1/25/2024,1,1,79470,5,1/25/2024 3:21,12,17,0
580,10/30/2023,1,1,79031,14,10/30/2023 3:32,11,25,0
398,2/22/2024,1,1,75312,11,2/22/2024 3:27,11,22,0
441,1/25/2024,3,1,74944,9,1/25/2024 13:42,12,21,0
804,6/8/2023,3,1,73487,5,6/8/2023 13:23,10,15,0
783,6/22/2023,1,1,72701,13,6/22/2023 3:36,10,23,0
576,11/1/2023,1,1,71862,10,11/1/2023 10:07,11,21,0
650,9/14/2023,3,1,70176,7,9/14/2023 13:26,11,18,0
543,11/22/2023,1,1,69608,5,11/22/2023 3:23,11,16,0
554,11/15/2023,1,1,68806,13,11/15/2023 3:29,10,23,0
805,6/8/2023,1,1,68037,3,6/8/2023 3:26,11,14,0
695,8/17/2023,1,1,66046,4,8/17/2023 3:23,11,15,0
531,11/29/2023,3,1,64720,9,11/29/2023 13:25,10,19,0
486,12/28/2023,1,1,64717,6,12/28/2023 3:25,10,16,0
718,8/2/2023,3,1,62523,6,8/2/2023 13:24,11,17,0
685,8/23/2023,3,1,62072,5,8/23/2023 13:24,10,15,0
639,9/21/2023,3,1,61111,9,9/21/2023 13:24,10,19,0
683,8/24/2023,3,1,61027,15,8/24/2023 13:34,11,26,0
509,12/13/2023,3,1,60351,10,12/13/2023 13:26,10,20,0
590,10/23/2023,3,1,59213,7,10/23/2023 13:21,10,17,0
388,2/28/2024,3,1,57893,8,2/28/2024 15:03,10,18,0
609,10/11/2023,1,1,57743,5,10/11/2023 3:20,11,16,0
663,9/6/2023,3,1,53108,9,9/6/2023 13:22,10,19,0
438,1/27/2024,1,1,52592,5,1/27/2024 3:19,10,15,0
652,9/13/2023,3,1,49074,7,9/13/2023 13:22,10,17,0
515,12/9/2023,1,1,47305,4,12/9/2023 3:18,10,14,0
552,11/16/2023,1,1,45302,5,11/16/2023 13:39,67,72,0
146,7/31/2024,3,1,44110,8,7/31/2024 13:33,11,19,0
647,9/16/2023,1,1,43435,4,9/16/2023 3:19,10,14,0
575,11/1/2023,3,1,42596,10,11/1/2023 13:26,9,19,0
507,12/14/2023,3,1,41559,10,12/14/2023 13:24,10,20,0
411,2/14/2024,1,1,41226,5,2/14/2024 3:24,10,15,0
705,8/10/2023,3,1,41198,6,8/10/2023 13:30,10,16,0
744,7/17/2023,3,1,41111,7,7/17/2023 13:30,11,18,0
387,2/29/2024,1,1,40782,10,2/29/2024 3:28,12,22,0
766,7/3/2023,3,1,40754,5,7/3/2023 13:24,10,15,0
866,5/1/2023,1,1,34998,3,5/1/2023 8:29,9,12,0
564,11/8/2023,3,1,34561,7,11/8/2023 13:22,10,17,0
849,5/11/2023,1,1,34139,3,5/11/2023 2:21,10,13,0
844,5/15/2023,1,1,34002,4,5/15/2023 2:27,9,13,0
778,6/26/2023,1,1,33626,4,6/26/2023 3:22,9,13,0
420,2/8/2024,1,1,30911,4,2/8/2024 3:24,11,15,0
508,12/14/2023,1,1,28522,14,12/14/2023 3:32,11,25,0
658,9/9/2023,1,1,27398,4,9/9/2023 3:20,10,14,0
416,2/10/2024,1,1,24907,4,2/10/2024 5:08,9,13,0
493,12/23/2023,1,1,23870,8,12/23/2023 3:27,10,18,0
614,10/7/2023,1,1,23205,6,10/7/2023 3:19,10,16,0
585,10/26/2023,1,1,22078,9,10/26/2023 3:24,11,20,0
651,9/14/2023,1,1,20414,6,9/14/2023 3:21,11,17,0
734,7/24/2023,1,1,19554,4,7/24/2023 3:27,10,14,0
730,7/26/2023,1,1,19498,4,7/26/2023 3:27,10,14,0
851,5/10/2023,1,1,19266,3,5/10/2023 2:26,9,12,0
537,11/25/2023,1,1,17548,4,11/25/2023 3:19,10,14,0
724,7/29/2023,1,1,16586,5,,10,15,0
728,7/27/2023,1,1,16069,18,7/27/2023 3:35,11,29,0
735,7/22/2023,1,1,15739,4,7/22/2023 3:22,10,14,0
394,2/24/2024,1,1,14457,4,2/24/2024 3:19,10,14,0
680,8/26/2023,1,1,13599,3,8/26/2023 3:22,9,12,0
816,6/1/2023,1,1,12897,3,6/1/2023 8:04,9,12,0
409,2/15/2024,1,1,11541,4,2/15/2024 3:19,11,15,0
625,9/30/2023,1,1,11163,4,9/30/2023 3:19,10,14,0
608,10/11/2023,3,1,9565,7,10/11/2023 13:22,9,16,0
581,10/28/2023,1,1,9451,6,10/28/2023 5:11,11,17,0
684,8/24/2023,1,1,8771,3,8/24/2023 3:22,11,14,0
607,10/12/2023,1,1,8705,8,10/12/2023 3:23,10,18,0
480,1/1/2024,3,1,4395,5,1/1/2024 17:04,3,8,0
482,12/30/2023,1,1,2834,4,12/30/2023 3:18,9,13,0
491,12/25/2023,3,1,2692,7,12/25/2023 13:26,9,16,0
504,12/16/2023,1,1,2013,13,12/16/2023 3:28,9,22,0
541,11/23/2023,1,1,87,14,11/23/2023 3:32,10,24,0
457,1/16/2024,1,3,0,12,1/16/2024 4:05,104,116,0
